earn : [['acq', 0.9973531096758533], ['ship', 0.00225558091314609], ['earn', 0.0003905318549502895], ['interest', 7.765093970115851e-07], ['sugar', 1.0013289533634495e-09], ['money-supply', 3.261545689462897e-11], ['crude', 1.270880782761253e-11], ['trade', 6.104129972153974e-18], ['money-fx', 2.2647026175101725e-19], ['grain', 1.0596273300140461e-19]]
trade : [['money-supply', 0.9999999614907232], ['sugar', 1.9812082001474686e-08], ['trade', 1.8624000324952112e-08], ['grain', 7.302648225348652e-11], ['money-fx', 1.131774239668042e-13], ['ship', 3.2308315852525436e-14], ['interest', 1.136740033335258e-14], ['crude', 1.0794465569352985e-14], ['earn', 2.3892005036615865e-16], ['acq', 1.1192504577925494e-26]]
trade : [['trade', 0.9999999722816059], ['sugar', 2.771801097076661e-08], ['ship', 3.8332901237420037e-13], ['interest', 7.204572188911725e-24], ['grain', 4.740123229388885e-26], ['money-fx', 2.1997738983858873e-26], ['money-supply', 9.524974106470405e-28], ['crude', 1.2488644398537712e-31], ['acq', 5.450591607904671e-42], ['earn', 4.626953065415505e-79]]
trade : [['money-fx', 0.9999999999585407], ['interest', 3.9818595864217593e-11], ['trade', 1.6406685014378837e-12], ['money-supply', 1.977038298383401e-26], ['sugar', 2.9104492700084846e-28], ['ship', 2.193078692699177e-31], ['crude', 1.7926237912663071e-43], ['grain', 2.2033919354665374e-48], ['acq', 7.016148935647842e-78], ['earn', 1.3695682453615925e-111]]
trade : [['money-fx', 0.9548638458601606], ['trade', 0.032752671902101384], ['interest', 0.010909144413970909], ['money-supply', 0.0014738334807086603], ['sugar', 2.9408843101153413e-07], ['grain', 1.358918046681349e-07], ['crude', 6.147585351668639e-08], ['acq', 1.2798573774571261e-08], ['ship', 8.762322164561984e-11], ['earn', 7.723959304850139e-13]]
trade : [['trade', 0.9999985912785375], ['interest', 1.4086924648941364e-06], ['crude', 2.493669646153264e-11], ['money-fx', 4.058427048707178e-12], ['sugar', 2.040457675016861e-15], ['grain', 4.457417300195777e-16], ['money-supply', 1.1122960965505628e-17], ['ship', 2.770842827769961e-19], ['acq', 1.2419779181508422e-32], ['earn', 1.5555604178257933e-45]]
trade : [['money-supply', 0.9990707492676238], ['trade', 0.0006811467269531259], ['sugar', 0.00024608124335147926], ['grain', 1.999890118532282e-06], ['crude', 2.2822033471583527e-08], ['money-fx', 3.724192234368158e-11], ['interest', 1.2672130261191027e-11], ['ship', 5.407373303404716e-15], ['earn', 4.069141251829704e-24], ['acq', 4.505339456054179e-31]]
trade : [['money-supply', 0.9997119371388635], ['trade', 0.0002519420370339347], ['sugar', 3.569681628155153e-05], ['grain', 4.1873010876360164e-07], ['crude', 5.274294900526766e-09], ['money-fx', 1.7838737723900405e-12], ['interest', 1.6150567179859989e-12], ['ship', 1.8544300695838378e-14], ['earn', 1.206780672575124e-21], ['acq', 1.7684812646995894e-31]]
trade : [['interest', 0.9999993375647475], ['sugar', 5.534181037887491e-07], ['money-supply', 1.0901714881185174e-07], ['ship', 1.2092409902923486e-17], ['trade', 5.748270935558756e-19], ['money-fx', 2.424077575074034e-20], ['crude', 1.5211102573871088e-26], ['grain', 1.6839700679947931e-40], ['earn', 1.5343338592231464e-98], ['acq', 1.742987082228511e-100]]
trade : [['money-supply', 0.9999999999564544], ['sugar', 4.350521367251796e-11], ['interest', 3.53667849591135e-14], ['trade', 4.7598592327330206e-15], ['crude', 1.6156237895363648e-16], ['grain', 9.699024454914294e-17], ['ship', 8.735889681456491e-17], ['money-fx', 3.6561054463717514e-17], ['earn', 4.61021364185059e-23], ['acq', 2.668263091216531e-36]]
trade : [['trade', 1.0], ['ship', 4.673867851050114e-23], ['sugar', 4.903224694738339e-28], ['crude', 1.7731725061133965e-33], ['money-fx', 1.4199589547146851e-33], ['interest', 9.871664115282045e-35], ['grain', 3.3582675202004024e-37], ['money-supply', 1.9974570579525874e-48], ['acq', 2.974797375607947e-56], ['earn', 1.1078560477387064e-96]]
trade : [['trade', 1.0], ['ship', 2.894203827857553e-23], ['sugar', 6.067403704451432e-26], ['interest', 2.7348631166508915e-33], ['crude', 4.644088873946567e-37], ['grain', 1.0480158532884774e-39], ['money-fx', 7.435873312009671e-41], ['money-supply', 8.8825490898285e-49], ['acq', 6.697241033275376e-86], ['earn', 3.8629244317595233e-116]]
trade : [['trade', 0.9999999999999984], ['ship', 1.4521274624436712e-15], ['sugar', 1.5065731019963302e-27], ['interest', 1.9413173321188955e-33], ['money-fx', 3.7265590027960814e-35], ['crude', 1.9556882221949954e-44], ['grain', 8.351545165217512e-57], ['money-supply', 8.510212543804754e-63], ['acq', 8.914824171682537e-70], ['earn', 7.890496234639691e-149]]
trade : [['money-supply', 0.9999999974263629], ['interest', 2.5736370153813545e-09], ['trade', 1.0205721924750391e-18], ['sugar', 6.36163085870095e-19], ['money-fx', 1.999360525169372e-20], ['ship', 3.6300287279441178e-28], ['crude', 2.198878456885143e-36], ['grain', 1.3596523938541851e-39], ['earn', 4.2098981895499313e-70], ['acq', 2.543204109935231e-86]]
trade : [['money-supply', 0.9999991530366207], ['trade', 8.46918403167202e-07], ['interest', 3.056886605941985e-11], ['earn', 1.1224835473938465e-11], ['sugar', 3.1729025891806394e-12], ['crude', 8.080949541094925e-15], ['money-fx', 1.2979034481903805e-15], ['ship', 1.4424301427770947e-16], ['grain', 9.49695028159901e-17], ['acq', 1.1243701781823116e-24]]
trade : [['sugar', 0.7819613330133922], ['money-supply', 0.21555946659504485], ['trade', 0.0022005098857608863], ['ship', 0.00026309073670482676], ['interest', 1.1199934428340056e-05], ['crude', 4.255946283278821e-06], ['grain', 1.2622547820210428e-07], ['money-fx', 1.7662907326026013e-08], ['earn', 5.1793828258523856e-18], ['acq', 1.2727840744346583e-21]]
trade : [['sugar', 0.9193878607344396], ['trade', 0.08061213922101335], ['ship', 4.4547150785439625e-11], ['interest', 8.046993883737088e-29], ['money-fx', 1.808960141328597e-38], ['money-supply', 1.144370157461385e-40], ['grain', 1.7809645597260873e-44], ['crude', 4.348996528594945e-49], ['acq', 3.301140615477409e-108], ['earn', 2.5528275909717283e-181]]
trade : [['trade', 0.9999999999999942], ['sugar', 5.849716563243385e-15], ['ship', 5.63412123842355e-20], ['money-fx', 1.2792667763407934e-20], ['interest', 2.0150593743369942e-22], ['grain', 3.0634144245600225e-24], ['crude', 8.269167486212407e-30], ['money-supply', 7.603301908845066e-38], ['acq', 5.304800872600901e-55], ['earn', 7.787010893770534e-89]]
trade : [['trade', 0.9999999999999969], ['sugar', 3.0549249869837235e-15], ['ship', 1.9600660363168208e-22], ['grain', 4.949038470939037e-25], ['money-fx', 3.0403817269043617e-27], ['interest', 2.4355627158381807e-29], ['crude', 8.04255121564412e-37], ['money-supply', 4.07738589984888e-43], ['acq', 7.910612501422766e-63], ['earn', 4.649158302069526e-104]]
trade : [['trade', 1.0], ['ship', 2.894203827857553e-23], ['sugar', 6.067403704451432e-26], ['interest', 2.7348631166508915e-33], ['crude', 4.644088873946567e-37], ['grain', 1.0480158532884774e-39], ['money-fx', 7.435873312009671e-41], ['money-supply', 8.8825490898285e-49], ['acq', 6.697241033275376e-86], ['earn', 3.8629244317595233e-116]]
trade : [['sugar', 0.7115758623331229], ['money-supply', 0.27185045829053395], ['trade', 0.01633861810963096], ['grain', 0.00014411373323555872], ['crude', 6.474302524048108e-05], ['ship', 1.5255440825261906e-05], ['interest', 1.0167058811892723e-05], ['money-fx', 7.820085989529378e-07], ['acq', 1.767110785584533e-21], ['earn', 1.1450673840438083e-27]]
trade : [['sugar', 0.7115758623331229], ['money-supply', 0.27185045829053395], ['trade', 0.01633861810963096], ['grain', 0.00014411373323555872], ['crude', 6.474302524048108e-05], ['ship', 1.5255440825261906e-05], ['interest', 1.0167058811892723e-05], ['money-fx', 7.820085989529378e-07], ['acq', 1.767110785584533e-21], ['earn', 1.1450673840438083e-27]]
trade : [['money-fx', 0.9999999474945013], ['trade', 5.237777763725662e-08], ['interest', 1.2772118172616087e-10], ['sugar', 4.664602330880354e-17], ['money-supply', 1.2550741173014486e-17], ['crude', 1.904299513515566e-18], ['ship', 1.7127274143454014e-18], ['grain', 5.005269468333828e-22], ['acq', 7.359350548007534e-35], ['earn', 5.426557089581828e-46]]
trade : [['trade', 1.0], ['money-fx', 6.760809588496271e-19], ['ship', 1.5890339988340805e-20], ['interest', 3.081394973478617e-21], ['sugar', 4.753521799083345e-26], ['crude', 2.1347410930961088e-33], ['money-supply', 8.132970213554919e-37], ['grain', 1.6477605987460733e-39], ['acq', 7.677065426033379e-69], ['earn', 5.274157729336692e-107]]
trade : [['money-supply', 0.9999744832963652], ['sugar', 2.549124776436388e-05], ['trade', 2.545570551389118e-08], ['ship', 7.92134875507011e-14], ['interest', 5.836822496167463e-14], ['grain', 2.7432834520686025e-14], ['crude', 7.715963916911449e-18], ['money-fx', 3.704730499117618e-19], ['earn', 9.305835037000998e-38], ['acq', 6.852312617051751e-50]]
trade : [['trade', 0.997953990155934], ['sugar', 0.0010376120755349447], ['ship', 0.0008864008047811567], ['interest', 0.00012199696374991702], ['money-supply', 2.6118299299206227e-17], ['money-fx', 9.554062048470636e-24], ['crude', 7.108692438221583e-28], ['grain', 3.2653254017952876e-37], ['acq', 2.1800264289444068e-96], ['earn', 1.0877764238219083e-156]]
trade : [['sugar', 0.9999999942575764], ['trade', 5.74236932132634e-09], ['ship', 5.424343995712653e-14], ['grain', 8.489345328166881e-25], ['crude', 6.076327494573395e-38], ['interest', 1.1248271808836071e-39], ['money-fx', 3.6530311731881026e-50], ['money-supply', 9.264923167957718e-56], ['acq', 9.308371745171209e-101], ['earn', 8.201037546000094e-174]]
trade : [['trade', 1.0], ['money-fx', 1.9635017986008994e-19], ['ship', 2.611798998487314e-20], ['interest', 4.159770752676507e-22], ['sugar', 1.9564329346733798e-25], ['crude', 3.469987017563636e-34], ['money-supply', 3.4466295032626865e-37], ['grain', 7.0166167107445055e-40], ['acq', 2.253318751541535e-70], ['earn', 1.2059851692890816e-109]]
trade : [['trade', 0.9999999997536555], ['ship', 2.4634453713506466e-10], ['sugar', 6.649544778505172e-22], ['interest', 2.079791154924675e-25], ['money-fx', 1.6799326126346652e-25], ['money-supply', 3.408391156183694e-27], ['crude', 7.156456679336953e-34], ['grain', 6.762881842069707e-41], ['acq', 6.985644210549396e-61], ['earn', 5.5092899160236666e-96]]
trade : [['trade', 1.0], ['sugar', 6.155069188979696e-26], ['grain', 5.8200724369027636e-27], ['ship', 9.39674081129972e-28], ['money-fx', 5.849235069790092e-34], ['interest', 1.6617189922076486e-35], ['crude', 3.6166987626557093e-37], ['money-supply', 8.687977859724583e-52], ['acq', 3.801690937076428e-80], ['earn', 1.5946933337563392e-118]]
trade : [['trade', 1.0], ['ship', 6.849573806610659e-35], ['sugar', 6.1968963691214e-40], ['crude', 2.5287999751801128e-57], ['interest', 1.6831923148017774e-60], ['grain', 6.869058806250696e-63], ['money-fx', 3.6136259427421267e-65], ['money-supply', 1.7246329507581626e-72], ['acq', 1.8535889659997088e-100], ['earn', 3.822768867694842e-175]]
trade : [['trade', 1.0], ['ship', 2.2393781647072175e-38], ['sugar', 9.518529652330382e-41], ['interest', 1.7456749034259825e-46], ['money-fx', 4.968350324091781e-48], ['grain', 2.354210840688846e-52], ['crude', 1.038930573839696e-52], ['money-supply', 6.541035967364921e-69], ['acq', 1.2614790692438097e-81], ['earn', 3.3130841367228337e-143]]
trade : [['ship', 0.5608474558262484], ['trade', 0.3217437603979728], ['sugar', 0.11740859628347297], ['money-supply', 1.4860545295902772e-07], ['interest', 3.877817120786602e-08], ['money-fx', 1.086489233060508e-10], ['grain', 3.243510434341018e-14], ['crude', 2.4040694773495434e-17], ['acq', 5.137859151062061e-53], ['earn', 1.5510521417291723e-70]]
trade : [['trade', 1.0], ['sugar', 2.1798281657829766e-43], ['ship', 7.766542032538634e-44], ['interest', 1.2490840005344907e-63], ['money-fx', 1.0209307317938248e-71], ['grain', 9.945354107842547e-73], ['crude', 1.4517907032890726e-78], ['money-supply', 7.994280073170121e-84], ['acq', 1.8076801571789772e-132], ['earn', 9.555913203387054e-221]]
trade : [['trade', 1.0], ['sugar', 1.8836182095461825e-19], ['ship', 1.445225338953752e-20], ['money-fx', 2.829943157683325e-24], ['grain', 2.237078935746222e-26], ['interest', 9.388263622220731e-29], ['crude', 5.410116024625536e-33], ['money-supply', 2.1037788648637247e-35], ['acq', 5.486428591908093e-43], ['earn', 9.572921167280656e-77]]
trade : [['trade', 0.9999999999999993], ['ship', 6.952152784223188e-16], ['money-fx', 3.0553641621585146e-21], ['sugar', 5.542327527924176e-22], ['interest', 1.1367598418447935e-22], ['money-supply', 5.222743748079697e-24], ['grain', 3.222091061593077e-25], ['crude', 1.080277981175114e-25], ['acq', 7.526404207232461e-34], ['earn', 1.5147356431932578e-52]]
trade : [['trade', 0.9999999983508561], ['sugar', 1.2373693250951088e-09], ['ship', 3.8268835417937517e-10], ['interest', 2.9086281908499794e-11], ['money-fx', 1.01054754173518e-17], ['crude', 6.969714667880329e-20], ['money-supply', 8.325063324509689e-21], ['grain', 4.661548619104249e-23], ['acq', 1.1361019908234165e-49], ['earn', 1.8171848952714926e-67]]
trade : [['trade', 1.0], ['sugar', 4.6387839033194395e-22], ['ship', 1.417883990999475e-24], ['interest', 5.78212524131168e-29], ['crude', 1.2587751754255897e-31], ['money-fx', 6.918672962855338e-32], ['grain', 7.702204251737254e-38], ['money-supply', 2.9822848670082333e-43], ['acq', 1.1684998436211016e-91], ['earn', 5.324306439813705e-124]]
trade : [['trade', 0.999999999999994], ['ship', 5.0662599382433626e-15], ['money-fx', 4.790188866222996e-16], ['interest', 1.2228388747781334e-16], ['crude', 6.113129307376062e-17], ['sugar', 3.155759776816869e-17], ['grain', 1.557626977973384e-17], ['money-supply', 9.104467198889767e-22], ['acq', 2.003092363176692e-39], ['earn', 1.3414598308586455e-45]]
trade : [['trade', 0.9999926917238628], ['sugar', 7.308276125295247e-06], ['ship', 1.0748986344836924e-14], ['grain', 1.1264047035586443e-15], ['crude', 1.6531574745988646e-18], ['interest', 6.884687599360352e-23], ['money-fx', 1.3707437386162808e-32], ['money-supply', 7.904904038985845e-35], ['acq', 6.75311217905054e-52], ['earn', 4.4050083806179794e-90]]
trade : [['money-supply', 0.9228897273501693], ['interest', 0.0344360077823956], ['crude', 0.026357761480222827], ['trade', 0.013925371365783507], ['money-fx', 0.0023904419488093302], ['sugar', 6.861691500134381e-07], ['ship', 3.508192024519863e-09], ['grain', 3.9527746390641655e-10], ['earn', 2.1688301785389375e-20], ['acq', 1.5419685190346417e-29]]
trade : [['money-supply', 0.979647156905776], ['interest', 0.010966143446867837], ['crude', 0.0069946888916620166], ['trade', 0.0018477221686219382], ['money-fx', 0.0005437400102014013], ['sugar', 5.462762535811052e-07], ['ship', 2.234366842007154e-09], ['grain', 6.625056383610946e-11], ['earn', 5.312798206424253e-21], ['acq', 1.5344991568437472e-30]]
trade : [['trade', 1.0], ['sugar', 9.810075479257343e-17], ['money-fx', 2.2701838032903078e-21], ['ship', 1.6609414317409913e-22], ['interest', 1.7712311789367864e-29], ['crude', 3.394916014238347e-33], ['grain', 2.2993338988478955e-33], ['money-supply', 6.033764457918678e-34], ['acq', 5.569528259436329e-59], ['earn', 2.4070892368571483e-82]]
trade : [['sugar', 0.758324025698923], ['money-supply', 0.23973233998973928], ['trade', 0.0019377831370058613], ['grain', 2.2721988331348188e-06], ['ship', 1.8438471502022352e-06], ['crude', 1.4747373947508845e-06], ['interest', 2.6036446115885025e-07], ['money-fx', 1.9614205660072966e-11], ['earn', 6.878213378191239e-12], ['acq', 3.23046146820736e-21]]
trade : [['trade', 1.0], ['sugar', 9.51885610058836e-21], ['ship', 1.6907993516488006e-27], ['interest', 1.0751809901472565e-29], ['money-fx', 8.396914538943443e-30], ['crude', 1.497582640605149e-34], ['grain', 1.100521362083378e-35], ['money-supply', 2.168063813818276e-42], ['acq', 3.5836081136041805e-59], ['earn', 4.966860681315919e-100]]
trade : [['trade', 1.0], ['sugar', 3.1696289864468374e-20], ['money-fx', 4.360251153937225e-25], ['interest', 2.9815129813448187e-25], ['ship', 3.8697449916148074e-30], ['crude', 1.8505166094236557e-39], ['grain', 1.64013654301858e-46], ['money-supply', 3.3798009131552155e-52], ['acq', 1.434044931955693e-91], ['earn', 1.6734323820452785e-145]]
trade : [['trade', 0.9971657380796095], ['sugar', 0.0028342575864160765], ['ship', 4.3339671155347244e-09], ['grain', 7.077770184083141e-15], ['crude', 3.186421960020857e-16], ['interest', 3.7591152505830415e-20], ['money-fx', 2.7077146946248195e-20], ['money-supply', 5.355702130219482e-24], ['acq', 1.7890954439577337e-41], ['earn', 1.0309364204315736e-72]]
trade : [['trade', 0.9966152360870946], ['sugar', 0.0033847639129055717], ['interest', 1.1427505796990282e-19], ['ship', 1.8396307082624222e-20], ['grain', 4.1466316231169656e-22], ['crude', 1.0246823033359919e-22], ['money-supply', 2.817893780062448e-27], ['money-fx', 2.4352954476086122e-29], ['acq', 5.3872388354378455e-80], ['earn', 7.880160257433117e-117]]
trade : [['trade', 1.0], ['sugar', 5.405134323514944e-17], ['ship', 2.8887855457365977e-17], ['money-fx', 2.347052603870319e-18], ['interest', 2.768056176207843e-19], ['crude', 4.823940154644743e-30], ['grain', 6.844550326045286e-31], ['money-supply', 3.297119872401781e-33], ['acq', 1.8451455137230957e-60], ['earn', 7.573197585065563e-105]]
trade : [['trade', 0.9998054224683586], ['ship', 0.00019239701376489387], ['sugar', 2.1805178753844037e-06], ['interest', 1.0005024009787316e-15], ['crude', 4.9387388822670404e-18], ['money-fx', 1.809755469390567e-20], ['grain', 2.1847887602165572e-21], ['money-supply', 3.2094853481128296e-23], ['acq', 2.1073908959708993e-29], ['earn', 5.487422854614785e-52]]
trade : [['trade', 0.9994333945045811], ['ship', 0.0005651719266015813], ['sugar', 1.426480074386366e-06], ['grain', 7.088395052759025e-09], ['crude', 3.4475444900882363e-13], ['interest', 3.1965745552030498e-15], ['money-supply', 1.1334730783885851e-20], ['money-fx', 4.342178765948724e-21], ['acq', 8.370792597784741e-22], ['earn', 7.228485400937912e-48]]
trade : [['crude', 0.9930558483312762], ['money-supply', 0.005547836790310718], ['sugar', 0.001396269095786111], ['ship', 4.5561059533022014e-08], ['interest', 2.213905168209147e-10], ['grain', 1.7624018293338925e-13], ['earn', 7.816925236271549e-16], ['money-fx', 5.056370568760728e-17], ['trade', 4.15792590443484e-17], ['acq', 4.858310238171791e-32]]
